created_at	favorite_count	retweet_count	source	retweeted	id	full_text	hashtags
2021-01-26 01:35:25	2071	186	Twitter for iPhone	False	1353879183072632835	"Mourning the loss of a writer whose words &amp; phrasings were so vibrant, they’d rise from the page and etch your senses. For me, reading him was more vivid than watching a video.

(Oh, and did I say? He was blind since age 3)

https://t.co/UEU7uueQjF

Ved Mehta, RIP (1934-2021)"	[]
2021-01-25 01:14:01	44	0	Twitter for iPhone	False	1353511407564845058	@justaaroju @DeptofDefense @bjgol @KO_Chicago @DefenseDigital Albeit, a few days late.	[]
2021-01-24 20:04:25	7367	435	Twitter for iPhone	False	1353433495570427904	"A Tech Innovations panel on which I served for the @DeptofDefense, along with Brett Goldstein (@bjgol) and Deputy Director Katie Olson (@KO_Chicago) for @DefenseDigital Services, in Augusta, Georgia.

...and, of course, Bernie. https://t.co/oxAbUrCOGS"	[]
2021-01-23 21:18:51	387	6	TweetDeck	False	1353089838682169344	@plutokiller Their opposite circulation reveals that they were generated in different planetary hemispehres. Although they probably contain the same energy content.	[]
2021-01-23 20:54:21	11	1	TweetDeck	False	1353083672359038977	"@Biiiyaa @MrSaudkhalid It's the frozen, taxidermic “action poses"" that leaves me skeptical, irrespective of what the Daily Mail declares.

You can’t cheat physics."	[]
2021-01-23 20:45:11	74	1	TweetDeck	False	1353081367937118208	"@Grinesco81 @engineers_feed @physicsJ Yes. You're missing something in plain sight:

What’s portrayed is the light travel time between Earth &amp; Mars at their closest — not the travel time between the Sun &amp; Mars."	[]
2021-01-23 20:32:04	3778	439	TweetDeck	False	1353078067179229185	"From the Archives….

In converation with Larry King in 2015, on mortality.

[Video: 2 min]
https://t.co/GFaoDYRBPr

Larry King, RIP (1933-2021)"	[]
2021-01-21 17:02:37	16	2	TweetDeck	False	1352300580287504385	@MrSaudkhalid @Biiiyaa My only issue: other than snakes, the rest of us exert energy keeping our center of mass higher than where it wants to be.  Unless we’re propped up, the act of dying compromises that fact and you end up laying down to die — or simply falling over.	[]
2021-01-21 16:56:57	9	0	TweetDeck	False	1352299153859219456	"@RTB_FRana @YangDailyCast Of possibe interest to you, in the wake of your comment:

[Brief Essay - 4 min read]
https://t.co/VnIS6kuSkS"	[]
2021-01-21 14:26:45	26	0	TweetDeck	False	1352261354846121987	@MAllen_GBR Good one. Forgot all about that.	[]
2021-01-21 14:25:09	8	1	TweetDeck	False	1352260954390736898	"@TommyJoseph1971 @AmyMainzer @ProfBrianCox Sunset, I presume. Beautiful and instructive. Thanks for sharing.

p.s.  FYI: On the Equator, that spot never moves. And on the poles, it runs 180 degrees."	[]
2021-01-21 14:07:39	258	8	TweetDeck	False	1352256550044364802	"@Waynus123 Thanks. We work hard on @StarTalkRadio.

But in case you never noticed, I never tell anyone who to vote for. And unless I’m asked, I never tell anyone who I vote for either.

And whether or not I succeed, my *goal* is to educate, enlighten, &amp; occasionally generate a smile."	[]
2021-01-21 02:52:10	20775	2091	Twitter for iPhone	False	1352086558028034053	Never knew that the Statue of Liberty has a happy dance. https://t.co/vPuADpB3hE	[]
2021-01-20 19:35:29	288	0	TweetDeck	False	1351976661256966144	@shplinkhimself My bad.  My bad.	[]
2021-01-20 19:28:37	11553	1604	TweetDeck	False	1351974935661580292	"Last month Jupiter &amp; Saturn had a once-in-400yr conjunction 

Agent Cooper foretold this….

“Historically…when Jupiter &amp; Saturn are conjunct, there are enormous shifts in power &amp; fortune…a potential for explosive change: good &amp; bad…due January to June”

(Twin Peaks S2, Ep21 ) https://t.co/upHfFHQa3n"	[]
2021-01-19 15:23:49	102277	18185	Twitter for iPhone	False	1351550941124812801	"Evidence you might be in a Cult:

Your group has one leader - usually male. You revere this leader, and do what he tells you. Your group has the answers while nobody else does. And you actively deny that your group is a Cult."	[]
2021-01-19 15:12:31	33155	5328	Twitter for iPhone	False	1351548097445441536	"Evidence you might be in a Cult::

When you stop thinking for yourself and you’ve empowered a select few others in your group to do your thinking for you."	[]
